_id,compound,neg,neu,pos
2020-12-15,0.3703510267447604,0.01638296521064145,0.8616614917789852,0.12194255874673629
2020-06-06,0.5371440196319018,0.011443828220858897,0.8501234846625767,0.1384194846625767
2020-05-04,0.3755191103683229,0.017812174583788646,0.8613815645690044,0.12080536093077071
2020-12-30,0.3839193656311102,0.015941646752118184,0.8800072995872257,0.10404944601346947
2020-11-08,0.3771157279971025,0.020907008330315103,0.8414126222383195,0.13766017747193046
2020-08-14,0.5121305510968432,0.01140342429106474,0.8477041792996849,0.14089091017180905
2020-11-07,0.39167743359003204,0.018338323094228608,0.8458443367655967,0.13581855152721295
2020-05-01,0.3797856504468719,0.020751879699248122,0.8614531139168676,0.11779656688892043
2020-12-11,0.2763414092437632,0.023368342848205208,0.8739920231485103,0.10263900836787361
2020-11-19,0.27084310008581014,0.02110593650050706,0.8863887198689445,0.09250214525313988
2020-10-14,0.2603149295774648,0.01631996685998343,0.8961553438276718,0.08751980115990059
2020-12-20,0.4462607913076881,0.018583273884651263,0.8421913515886518,0.13922510014816442
2020-10-06,0.19454050885507607,0.010467448241456722,0.9245848840109753,0.0649471688700424
2020-09-08,0.37658011218765935,0.017275952502367596,0.8657578494936985,0.11696882057259417
2020-12-19,0.35834030390738064,0.018522891724773054,0.8628114063938956,0.11867839757926589
2020-06-28,0.3657802334408806,0.017244258872651356,0.8626865629151642,0.12007335357752895
2020-06-23,0.38574415134559015,0.015937916333599787,0.8694050759392487,0.1146615374367173
2020-11-22,0.27407332589285716,0.020774038461538462,0.885229996565934,0.09399192994505494
2020-05-10,0.3116988893575144,0.030567903838043017,0.85644917756221,0.11299564178265149
2020-08-17,0.3237644341335485,0.019773048214645955,0.8771212426871091,0.1031018088897855
2020-07-28,0.33205028146361076,0.015116874413617478,0.8725202385739177,0.11236543358799088
2020-05-14,0.3813650196310838,0.018358767316097487,0.8463338025038891,0.13531083783984
2020-04-16,0.35580807640031475,0.02007933328564275,0.8676438944130481,0.112277630731812
2020-04-07,0.3856145585115065,0.021586094336543172,0.8414813122245798,0.13693618410315
2020-03-04,0.2926527180783818,0.022845649925295943,0.8754575336168257,0.10169888518561085
2020-05-11,0.37108752355641456,0.03089209954095192,0.8379137472819521,0.1311760328581783
2020-08-31,0.4354242410685754,0.011581581133763662,0.8725612577490893,0.11586042052789672
2020-03-01,0.23068344902681368,0.0212089288144821,0.8957604464407241,0.08303280250442358
2020-01-29,0.33169375433726583,0.017356835530881333,0.8742063844552395,0.10839944482997918
2020-01-28,0.27381896047977855,0.02120498231585422,0.8803469168076272,0.09839996924496386
